,date,time,venue,attendance,duration,time_of_day,winner,winning_name,winning_abbr,losing_name,losing_abbr,away_at_bats,away_runs,away_hits,away_rbi,away_earned_runs,away_bases_on_balls,away_strikeouts,away_plate_appearances,away_batting_average,away_on_base_percentage,away_slugging_percentage,away_on_base_plus,away_pitches,away_strikes,away_win_probability_for_offensive_player,away_average_leverage_index,away_win_probability_added,away_win_probability_subtracted,away_base_out_runs_added,away_putouts,away_assists,away_innings_pitched,away_home_runs,away_strikes_by_contact,away_strikes_swinging,away_strikes_looking,away_grounded_balls,away_fly_balls,away_line_drives,away_unknown_bat_type,away_game_score,away_inherited_runners,away_inherited_score,away_win_probability_by_pitcher,away_base_out_runs_saved,home_at_bats,home_runs,home_hits,home_rbi,home_earned_runs,home_bases_on_balls,home_strikeouts,home_plate_appearances,home_batting_average,home_on_base_percentage,home_slugging_percentage,home_on_base_plus,home_pitches,home_strikes,home_win_probability_for_offensive_player,home_average_leverage_index,home_win_probability_added,home_win_probability_subtracted,home_base_out_runs_added,home_putouts,home_assists,home_innings_pitched,home_home_runs,home_strikes_by_contact,home_strikes_swinging,home_strikes_looking,home_grounded_balls,home_fly_balls,home_line_drives,home_unknown_bat_type,home_game_score,home_inherited_runners,home_inherited_score,home_win_probability_by_pitcher,home_base_out_runs_saved
SLN/SLN200504220,"Friday, April 22, 2005",7:09 p.m. Local,Busch Stadium II,44805,3:03,Night,Home,St. Louis Cardinals,STL,Houston Astros,HOU,35,7,11,7,7.0,5,10,44,0.314,0.419,0.457,0.876,129,102,-0.254,0.54,0.755,-1.009,2.4,24,11,8.0,0,55,16,31,13,14,6,0,10,0,0,-0.246,-3.9,31,8,9,7,9.0,6,3,39,0.29,0.41,0.419,0.83,175,72,0.247,1.28,0.501,-0.256,3.9,27,8,9.0,1,49,6,17,14,15,6,0,40,8,3,0.254,-2.4
SLN/SLN200504230,"Saturday, April 23, 2005",1:16 p.m. Local,Busch Stadium II,40058,2:42,Day,Home,St. Louis Cardinals,STL,Houston Astros,HOU,33,0,5,0,0.0,0,5,33,0.152,0.152,0.152,0.303,163,75,-0.835,1.37,0.202,-1.037,-5.1,28,12,9.1,0,47,10,18,18,10,3,0,71,1,1,0.335,3.6,34,1,6,1,0.96,4,8,38,0.176,0.263,0.206,0.469,101,102,-0.334,1.25,0.583,-0.919,-3.6,30,20,10.0,0,58,19,25,14,12,6,0,87,,,0.835,5.1
SLN/SLN200504240,"Sunday, April 24, 2005",1:15 p.m. Local,Busch Stadium II,39020,3:08,Day,Home,St. Louis Cardinals,STL,Houston Astros,HOU,34,5,8,4,4.0,4,6,39,0.235,0.316,0.294,0.61,154,94,-0.085,0.49,0.512,-0.596,0.4,24,9,8.0,1,55,11,28,15,14,5,0,11,0,0,-0.415,-3.9,35,8,13,8,9.0,4,5,40,0.371,0.436,0.657,1.093,152,96,0.416,0.83,0.624,-0.209,3.9,27,10,9.0,0,53,13,30,9,22,7,0,52,2,0,0.084,-0.4
PIT/PIT200504250,"Monday, April 25, 2005",7:06 p.m. Local,PNC Park,8413,2:17,Night,Home,Pittsburgh Pirates,PIT,Houston Astros,HOU,31,0,5,0,0.0,2,11,34,0.161,0.235,0.194,0.429,105,94,-0.608,0.85,0.305,-0.911,-4.5,24,9,8.0,0,52,15,27,4,16,3,0,60,0,0,0.107,2.0,27,2,6,2,2.25,3,6,32,0.222,0.281,0.259,0.541,144,68,-0.107,1.16,0.332,-0.438,-2.0,27,4,9.0,0,42,4,22,14,10,2,0,78,2,0,0.607,4.5
PIT/PIT200504270,"Wednesday, April 27, 2005",12:35 p.m. Local,PNC Park,13426,2:34,Day,Home,Pittsburgh Pirates,PIT,Houston Astros,HOU,30,0,4,0,0.0,1,6,33,0.133,0.212,0.2,0.412,132,79,-0.553,0.74,0.315,-0.868,-4.5,24,13,8.0,0,49,12,18,9,15,5,0,48,0,0,0.053,2.0,31,2,9,2,2.25,3,4,35,0.29,0.371,0.452,0.823,121,83,-0.051,1.16,0.476,-0.529,-2.0,27,9,9.0,0,51,11,21,14,13,5,0,72,0,0,0.554,4.5
HOU/HOU200504290,"Friday, April 29, 2005",7:05 p.m. Local,Minute Maid Park,41232,2:47,Night,Away,Chicago Cubs,CHC,Houston Astros,HOU,34,3,10,3,3.0,2,4,37,0.294,0.333,0.529,0.863,144,86,-0.098,1.58,0.736,-0.834,-1.6,27,11,9.0,1,65,7,14,11,20,6,0,52,1,0,0.595,2.6,33,2,7,2,2.0,4,7,37,0.212,0.297,0.333,0.631,130,90,-0.595,1.1,0.65,-1.247,-2.6,27,12,9.0,1,52,18,20,15,11,2,0,53,0,0,0.095,1.6
HOU/HOU200504300,"Saturday, April 30, 2005",6:05 p.m. Local,Minute Maid Park,41615,2:34,Night,Home,Houston Astros,HOU,Chicago Cubs,CHC,34,5,8,5,5.0,2,9,37,0.235,0.27,0.353,0.623,142,86,-0.18,0.83,0.582,-0.763,0.4,24,5,8.0,0,51,15,20,13,13,2,0,43,0,0,-0.32,-2.9,32,7,10,7,7.88,6,12,40,0.312,0.421,0.469,0.89,127,85,0.319,1.09,0.754,-0.435,2.9,27,9,9.0,1,49,15,21,9,13,5,0,55,1,1,0.181,-0.4
HOU/HOU200505010,"Sunday, May 1, 2005",1:05 p.m. Local,Minute Maid Park,38014,2:52,Day,Home,Houston Astros,HOU,Chicago Cubs,CHC,37,3,12,2,2.0,3,3,43,0.324,0.39,0.486,0.877,172,89,0.062,0.87,0.69,-0.627,-1.6,24,4,8.0,2,66,11,12,19,17,6,0,25,0,0,-0.562,-4.9,35,9,11,9,10.12,6,9,41,0.314,0.415,0.571,0.986,140,113,0.561,0.93,1.052,-0.488,4.9,27,12,9.0,1,70,20,23,7,19,7,0,36,5,0,-0.062,1.6
HOU/HOU200505020,"Monday, May 2, 2005",7:05 p.m. Local,Minute Maid Park,23882,2:34,Night,Home,Houston Astros,HOU,Pittsburgh Pirates,PIT,32,4,5,4,2.0,2,7,36,0.156,0.25,0.375,0.625,141,87,-0.186,0.38,0.046,-0.232,-0.6,24,8,8.0,1,53,16,18,12,13,2,0,14,0,0,-0.314,-6.9,35,11,12,11,12.38,4,1,40,0.343,0.41,0.543,0.953,135,79,0.314,0.28,0.451,-0.14,6.9,27,10,9.0,2,52,9,18,11,24,8,0,64,1,1,0.186,0.6
HOU/HOU200505030,"Tuesday, May 3, 2005",7:05 p.m. Local,Minute Maid Park,27809,2:46,Night,Away,Pittsburgh Pirates,PIT,Houston Astros,HOU,38,7,14,7,7.0,2,8,40,0.368,0.4,0.605,1.005,138,88,0.472,1.19,1.112,-0.641,2.4,27,12,9.0,0,45,20,23,14,16,5,0,43,0,0,0.029,0.6,37,4,11,4,3.0,3,6,40,0.297,0.35,0.351,0.701,139,90,-0.028,1.1,0.883,-0.912,-0.6,27,12,9.0,2,51,11,28,14,17,6,0,47,0,0,-0.471,-2.4
HOU/HOU200505040,"Wednesday, May 4, 2005",7:05 p.m. Local,Minute Maid Park,29299,3:03,Night,Away,Pittsburgh Pirates,PIT,Houston Astros,HOU,34,6,9,6,6.0,6,12,42,0.265,0.381,0.5,0.881,146,101,0.38,0.87,1.311,-0.934,1.4,27,15,9.0,0,50,22,29,11,12,6,0,47,0,0,0.12,0.6,33,4,9,4,4.0,3,5,37,0.273,0.324,0.394,0.718,162,86,-0.123,1.46,0.532,-0.654,-0.6,27,10,9.0,2,56,10,20,16,13,3,0,64,3,1,-0.38,-1.4
ATL/ATL200505050,"Thursday, May 5, 2005",7:35 p.m. Local,Turner Field,20553,2:27,Night,Home,Atlanta Braves,ATL,Houston Astros,HOU,30,3,3,3,3.0,0,5,31,0.1,0.097,0.233,0.33,139,74,-0.072,0.54,0.245,-0.318,-1.6,24,7,8.0,1,46,7,21,12,14,1,0,22,2,1,-0.428,-4.9,35,9,11,9,10.12,5,3,41,0.314,0.4,0.457,0.857,103,82,0.431,0.59,0.665,-0.235,4.9,27,9,9.0,1,55,10,17,13,20,5,0,74,,,0.071,1.6
ATL/ATL200505060,"Friday, May 6, 2005",7:37 p.m. Local,Turner Field,26987,2:09,Night,Home,Atlanta Braves,ATL,Houston Astros,HOU,34,4,7,4,4.0,1,4,35,0.206,0.229,0.324,0.552,117,76,-0.141,0.36,0.057,-0.2,-0.6,24,10,8.0,1,44,12,20,13,17,4,0,20,0,0,-0.36,-4.9,33,9,11,9,7.88,0,8,35,0.333,0.324,0.576,0.899,114,76,0.358,0.26,0.542,-0.183,4.9,27,10,9.0,1,45,11,20,15,12,3,0,61,0,0,0.14,0.6
ATL/ATL200505070,"Saturday, May 7, 2005",7:07 p.m. Local,Turner Field,36452,2:28,Night,Home,Atlanta Braves,ATL,Houston Astros,HOU,31,1,6,1,1.0,5,3,37,0.194,0.306,0.226,0.531,108,83,-0.484,0.67,0.408,-0.892,-3.6,24,13,8.0,1,51,6,26,21,8,2,0,51,0,0,-0.018,0.1,33,4,10,4,4.5,0,2,34,0.303,0.303,0.515,0.818,137,77,0.017,1.19,0.475,-0.457,-0.1,27,18,9.0,0,51,9,17,16,16,4,0,70,0,0,0.482,3.6
ATL/ATL200505080,"Sunday, May 8, 2005",1:06 p.m. Local,Turner Field,32498,2:16,Day,Home,Atlanta Braves,ATL,Houston Astros,HOU,27,0,2,0,0.0,1,3,28,0.074,0.107,0.074,0.181,156,63,-0.168,0.27,0.039,-0.207,-4.6,24,4,8.0,5,38,9,16,13,11,0,0,23,0,0,-0.334,-11.9,40,16,17,16,18.0,2,9,43,0.425,0.442,0.9,1.342,98,101,0.333,0.27,0.428,-0.093,11.9,27,12,9.0,0,55,24,22,8,24,8,0,85,,,0.166,4.6
FLO/FLO200505090,"Monday, May 9, 2005",7:07 p.m. Local,Dolphins Stadium,20539,2:41,Night,Away,Houston Astros,HOU,Florida Marlins,FLA,30,2,6,2,2.0,1,11,33,0.2,0.242,0.267,0.509,140,84,-0.151,1.74,0.402,-0.554,-2.3,27,7,9.0,0,42,15,28,10,10,4,0,72,1,0,0.652,3.3,30,1,5,1,0.0,4,8,37,0.167,0.278,0.167,0.444,135,89,-0.652,0.86,0.501,-1.153,-3.3,27,10,9.0,0,46,14,29,9,15,4,0,65,0,0,0.151,2.3
FLO/FLO200505100,"Tuesday, May 10, 2005",7:06 p.m. Local,Dolphins Stadium,11687,2:42,Night,Home,Florida Marlins,FLA,Houston Astros,HOU,32,2,7,2,2.0,2,9,36,0.219,0.306,0.313,0.618,140,84,-0.101,1.38,0.686,-0.786,-2.3,24,12,8.0,2,46,11,27,16,7,2,0,61,4,3,-0.399,-2.2,30,6,10,6,6.75,5,4,37,0.333,0.444,0.633,1.078,126,85,0.399,1.2,1.176,-0.776,2.2,27,12,9.0,1,49,9,27,14,13,3,0,62,2,1,0.1,2.3
FLO/FLO200505110,"Wednesday, May 11, 2005",7:07 p.m. Local,Dolphins Stadium,21789,2:19,Night,Home,Florida Marlins,FLA,Houston Astros,HOU,32,1,7,1,1.0,3,6,37,0.219,0.286,0.281,0.567,136,85,-0.608,0.81,0.417,-1.024,-3.3,24,10,8.0,1,54,10,21,12,16,4,0,62,3,0,0.108,1.8,27,2,5,2,2.25,5,6,34,0.185,0.333,0.37,0.704,132,83,-0.107,1.5,0.394,-0.502,-1.8,27,7,9.0,0,46,12,25,10,12,3,0,69,0,0,0.608,3.3
HOU/HOU200505120,"Thursday, May 12, 2005",7:06 p.m. Local,Minute Maid Park,29126,3:10,Night,Away,San Francisco Giants,SFG,Houston Astros,HOU,37,6,9,5,3.0,3,11,42,0.243,0.293,0.297,0.59,155,99,0.199,1.54,0.951,-0.752,1.4,27,6,9.0,3,53,17,29,13,16,6,0,52,3,0,0.3,1.6,33,3,8,3,3.0,4,11,38,0.242,0.342,0.515,0.857,141,98,-0.302,1.24,0.896,-1.198,-1.6,27,6,9.0,0,52,20,26,8,14,2,0,53,0,0,-0.199,-1.4
HOU/HOU200505130,"Friday, May 13, 2005",7:05 p.m. Local,Minute Maid Park,31365,2:50,Night,Away,San Francisco Giants,SFG,Houston Astros,HOU,35,4,9,3,3.0,4,5,39,0.257,0.333,0.4,0.733,143,109,-0.006,1.25,0.554,-0.562,-0.6,27,12,9.0,0,68,13,28,11,19,4,0,59,1,0,0.507,2.6,32,2,8,2,2.0,2,0,34,0.25,0.294,0.281,0.575,164,86,-0.506,0.81,0.525,-1.03,-2.6,27,8,9.0,1,53,4,31,14,18,2,0,56,1,0,0.007,0.6
HOU/HOU200505140,"Saturday, May 14, 2005",6:05 p.m. Local,Minute Maid Park,41323,2:11,Night,Home,Houston Astros,HOU,San Francisco Giants,SFG,32,1,5,1,1.0,0,12,33,0.156,0.182,0.219,0.401,112,79,-0.343,0.75,0.252,-0.594,-3.6,24,8,8.0,2,44,18,17,9,11,4,0,47,0,0,-0.157,0.1,30,4,7,4,4.5,2,4,32,0.233,0.281,0.5,0.781,116,75,0.157,0.84,0.613,-0.458,-0.1,27,9,9.0,0,48,7,20,8,18,4,0,78,0,0,0.343,3.6
HOU/HOU200505150,"Sunday, May 15, 2005",7:09 p.m. Local,Minute Maid Park,33633,2:35,Night,Home,Houston Astros,HOU,San Francisco Giants,SFG,30,0,4,0,0.0,2,6,32,0.133,0.188,0.133,0.321,151,78,-0.186,0.34,0.075,-0.261,-4.6,24,7,8.0,4,43,13,22,8,16,3,0,29,0,0,-0.315,-4.9,35,9,11,9,9.0,2,6,38,0.314,0.351,0.686,1.037,114,96,0.315,0.38,0.438,-0.124,4.9,27,6,9.0,0,61,10,25,14,16,2,0,83,,,0.185,4.6
HOU/HOU200505170,"Tuesday, May 17, 2005",7:05 p.m. Local,Minute Maid Park,27156,2:41,Night,Home,Houston Astros,HOU,Arizona Diamondbacks,ARI,32,0,6,0,0.0,2,9,34,0.188,0.235,0.188,0.423,129,90,-0.62,0.94,0.326,-0.947,-4.6,24,6,8.0,0,53,15,22,15,8,2,0,64,2,0,0.119,1.1,31,3,8,3,3.38,2,7,36,0.258,0.333,0.29,0.624,133,79,-0.12,1.27,0.495,-0.615,-1.1,27,11,9.0,0,47,11,21,12,13,4,0,79,0,0,0.619,4.6
HOU/HOU200505180,"Wednesday, May 18, 2005",7:05 p.m. Local,Minute Maid Park,27790,3:03,Night,Away,Arizona Diamondbacks,ARI,Houston Astros,HOU,38,7,14,7,7.0,1,7,40,0.368,0.375,0.553,0.928,165,90,0.299,1.47,0.734,-0.437,2.4,27,11,9.0,2,54,10,26,20,13,3,0,31,0,0,0.203,-1.4,36,6,13,6,6.0,5,3,43,0.361,0.452,0.639,1.091,133,102,-0.203,0.74,0.971,-1.174,1.4,27,13,9.0,1,64,6,32,13,21,6,0,20,0,0,-0.298,-2.4
HOU/HOU200505190,"Thursday, May 19, 2005",7:05 p.m. Local,Minute Maid Park,32132,2:53,Night,Away,Arizona Diamondbacks,ARI,Houston Astros,HOU,39,6,9,5,5.0,5,8,44,0.231,0.318,0.333,0.652,109,107,0.107,1.43,0.464,-0.357,1.4,27,13,9.0,0,58,19,30,19,12,8,0,61,3,0,0.392,3.6,32,1,7,1,1.0,0,2,33,0.219,0.219,0.25,0.469,175,76,-0.393,0.55,0.535,-0.929,-3.6,27,11,9.0,1,51,8,17,16,15,7,0,57,2,0,-0.107,-1.4
TEX/TEX200505200,"Friday, May 20, 2005",7:08 p.m. Local,Ameriquest Field,38109,2:33,Night,Home,Texas Rangers,TEX,Houston Astros,HOU,34,3,10,3,3.0,2,2,37,0.294,0.324,0.441,0.766,118,71,-0.259,0.83,0.622,-0.881,-2.0,24,7,8.0,1,47,9,15,13,20,7,0,43,4,3,-0.241,-2.5,30,7,9,7,7.88,5,4,35,0.3,0.4,0.5,0.9,116,72,0.241,1.17,0.692,-0.454,2.5,27,10,9.0,0,42,10,20,9,17,6,0,49,0,0,0.26,2.0
TEX/TEX200505210,"Saturday, May 21, 2005",3:10 p.m. Local,Ameriquest Field,35781,3:07,Day,Home,Texas Rangers,TEX,Houston Astros,HOU,37,3,9,3,3.0,1,7,38,0.243,0.263,0.459,0.723,191,103,-0.109,0.2,0.058,-0.168,-2.0,24,9,8.0,8,66,6,31,12,18,4,0,0,1,1,-0.39,-13.5,40,18,17,17,20.25,5,9,45,0.425,0.489,1.1,1.589,156,114,0.391,0.21,0.511,-0.119,13.5,27,8,9.0,2,70,13,31,9,22,7,0,55,0,0,0.11,2.0
TEX/TEX200505220,"Sunday, May 22, 2005",1:07 p.m. Local,Ameriquest Field,40583,2:35,Day,Home,Texas Rangers,TEX,Houston Astros,HOU,31,0,6,0,0.0,2,6,33,0.194,0.242,0.226,0.468,131,93,-0.627,0.65,0.4,-1.026,-5.0,24,9,8.0,1,47,16,30,15,10,4,0,61,2,0,0.125,2.5,30,2,8,2,2.25,1,7,31,0.267,0.29,0.467,0.757,147,83,-0.126,1.26,0.332,-0.457,-2.5,27,12,9.0,0,52,13,18,9,14,5,0,67,0,0,0.626,5.0
CHN/CHN200505230,"Monday, May 23, 2005",7:05 p.m. Local,Wrigley Field,38232,2:07,Night,Home,Chicago Cubs,CHC,Houston Astros,HOU,30,1,5,1,1.0,1,6,32,0.167,0.194,0.3,0.494,115,72,-0.396,0.77,0.242,-0.639,-3.7,24,12,8.0,2,43,10,19,14,11,2,0,46,2,0,-0.105,0.2,28,4,8,4,4.5,3,8,32,0.286,0.344,0.536,0.879,112,69,0.106,0.9,0.626,-0.518,-0.2,27,12,9.0,1,41,8,20,8,13,4,0,73,0,0,0.395,3.7
CHN/CHN200505240,"Tuesday, May 24, 2005",7:05 p.m. Local,Wrigley Field,38805,2:33,Night,Home,Chicago Cubs,CHC,Houston Astros,HOU,32,2,6,2,2.0,1,8,34,0.188,0.212,0.281,0.493,118,90,-0.197,1.6,0.424,-0.622,-2.7,24,9,8.0,0,47,13,30,18,7,3,0,68,1,1,-0.302,0.2,29,4,5,3,4.5,3,8,32,0.172,0.25,0.207,0.457,138,77,0.303,0.92,1.046,-0.744,-0.2,27,15,9.0,0,43,16,18,11,10,3,0,63,1,0,0.198,2.7
CHN/CHN200505250,"Wednesday, May 25, 2005",6:05 p.m. Local,Wrigley Field,38118,2:21,Night,Away,Houston Astros,HOU,Chicago Cubs,CHC,34,5,9,4,5.0,0,4,35,0.265,0.265,0.382,0.647,105,72,0.074,1.25,0.669,-0.594,0.3,27,14,9.0,0,41,4,27,22,9,4,0,60,1,0,0.427,3.7,30,1,7,1,1.0,1,3,32,0.233,0.258,0.267,0.525,106,71,-0.426,0.85,0.444,-0.869,-3.7,27,18,9.0,1,49,9,13,15,13,6,0,47,4,2,-0.073,-0.3
MIL/MIL200505270,"Friday, May 27, 2005",7:07 p.m. Local,Miller Park,22173,2:33,Night,Home,Milwaukee Brewers,MIL,Houston Astros,HOU,28,0,3,0,0.0,5,11,33,0.107,0.242,0.143,0.385,126,92,-0.623,0.99,0.302,-0.923,-4.6,24,7,8.0,0,45,19,28,7,10,3,0,64,6,2,0.122,1.1,28,3,6,3,3.38,4,7,34,0.214,0.333,0.25,0.583,152,78,-0.122,1.24,0.416,-0.538,-1.1,27,8,9.0,0,48,13,17,9,13,5,0,75,0,0,0.621,4.6
MIL/MIL200505280,"Saturday, May 28, 2005",6:07 p.m. Local,Miller Park,37845,2:46,Night,Away,Houston Astros,HOU,Milwaukee Brewers,MIL,33,9,6,9,6.0,5,13,39,0.182,0.308,0.455,0.762,141,104,0.466,1.0,0.763,-0.295,4.4,27,16,9.0,3,52,15,38,9,11,4,0,43,0,0,0.032,-1.4,37,6,13,6,6.0,0,8,38,0.351,0.351,0.676,1.027,168,98,-0.034,0.59,0.722,-0.756,1.4,27,10,9.0,2,57,16,25,15,15,9,0,60,1,1,-0.468,-4.4
MIL/MIL200505290,"Sunday, May 29, 2005",1:07 p.m. Local,Miller Park,34402,2:33,Day,Away,Houston Astros,HOU,Milwaukee Brewers,MIL,28,2,5,2,2.0,5,6,36,0.179,0.324,0.393,0.716,110,84,-0.158,1.64,0.456,-0.615,-2.6,27,13,9.0,1,51,13,20,9,15,6,0,73,0,0,0.658,3.6,31,1,6,1,1.0,1,9,32,0.194,0.219,0.323,0.541,138,76,-0.658,0.83,0.626,-1.284,-3.6,27,14,9.0,1,36,13,27,10,12,4,0,62,1,0,0.159,2.6
HOU/HOU200505300,"Monday, May 30, 2005",1:05 p.m. Local,Minute Maid Park,42097,2:38,Day,Away,Cincinnati Reds,CIN,Houston Astros,HOU,37,9,10,9,9.0,2,8,39,0.27,0.308,0.432,0.74,139,89,-0.037,1.08,0.323,-0.36,4.4,27,7,9.0,0,48,15,26,14,15,5,0,76,0,0,0.537,4.6,31,0,5,0,0.0,1,11,33,0.161,0.212,0.161,0.373,145,89,-0.537,0.49,0.25,-0.787,-4.6,27,7,9.0,2,51,16,22,9,11,3,0,72,2,2,0.037,-4.4
HOU/HOU200505310,"Tuesday, May 31, 2005",7:07 p.m. Local,Minute Maid Park,28535,2:27,Night,Home,Houston Astros,HOU,Cincinnati Reds,CIN,35,3,10,3,3.0,3,7,38,0.286,0.342,0.429,0.771,108,90,-0.333,1.0,0.85,-1.184,-1.6,24,13,8.0,1,46,13,31,10,18,6,0,43,0,0,-0.167,0.1,31,4,8,4,4.5,2,3,33,0.258,0.303,0.387,0.69,143,64,0.167,1.49,0.673,-0.506,-0.1,27,7,9.0,1,35,9,20,18,10,3,0,43,1,1,0.334,1.6
HOU/HOU200506010,"Wednesday, June 1, 2005",7:05 p.m. Local,Minute Maid Park,31571,2:23,Night,Home,Houston Astros,HOU,Cincinnati Reds,CIN,30,1,4,1,1.0,2,6,32,0.133,0.188,0.2,0.388,127,80,-0.421,0.86,0.376,-0.795,-3.6,24,8,8.0,1,44,4,32,12,12,6,0,51,2,2,-0.08,0.1,29,4,7,4,4.5,3,7,34,0.241,0.324,0.379,0.703,119,79,0.08,1.09,0.546,-0.466,-0.1,27,15,9.0,0,51,11,17,10,13,2,0,68,0,0,0.421,3.6
HOU/HOU200506030,"Friday, June 3, 2005",7:06 p.m. Local,Minute Maid Park,34092,2:30,Night,Away,St. Louis Cardinals,STL,Houston Astros,HOU,32,2,7,2,2.0,1,5,33,0.219,0.242,0.375,0.617,123,76,-0.237,1.69,0.44,-0.675,-2.6,27,10,9.0,0,49,11,16,13,14,5,0,70,1,0,0.735,4.6,31,0,9,0,0.0,2,7,33,0.29,0.333,0.323,0.656,122,77,-0.737,0.88,0.565,-1.301,-4.6,27,12,9.0,1,44,12,21,7,17,10,0,68,0,0,0.236,2.6
HOU/HOU200506040,"Saturday, June 4, 2005",3:11 p.m. Local,Minute Maid Park,39288,3:14,Day,Away,St. Louis Cardinals,STL,Houston Astros,HOU,39,11,14,11,11.0,7,6,46,0.359,0.457,0.718,1.174,146,107,0.507,0.69,0.862,-0.353,6.4,27,16,9.0,2,62,13,32,12,21,8,0,32,3,1,-0.007,-4.4,37,9,12,8,6.0,0,3,39,0.324,0.333,0.595,0.928,177,96,0.007,0.57,0.566,-0.561,4.4,27,14,9.0,3,67,10,19,20,15,4,0,6,3,0,-0.508,-6.4
HOU/HOU200506050,"Sunday, June 5, 2005",1:05 p.m. Local,Minute Maid Park,34009,3:02,Day,Home,Houston Astros,HOU,St. Louis Cardinals,STL,36,4,11,4,4.0,1,8,38,0.306,0.316,0.389,0.705,134,108,-0.189,0.7,0.67,-0.861,-0.6,24,8,8.0,2,68,12,28,16,13,6,0,18,2,0,-0.312,-1.9,34,6,11,6,6.75,2,3,38,0.324,0.351,0.588,0.94,157,91,0.312,1.17,0.707,-0.395,1.9,27,9,9.0,0,55,10,26,13,20,7,0,36,1,0,0.189,0.6
NYN/NYN200506070,"Tuesday, June 7, 2005",7:10 p.m. Local,Shea Stadium,39953,2:15,Night,Home,New York Mets,NYM,Houston Astros,HOU,28,1,2,1,1.0,1,12,29,0.071,0.103,0.179,0.282,124,80,-0.469,0.92,0.186,-0.654,-3.4,24,11,8.0,0,39,14,27,8,8,1,0,44,3,0,-0.033,0.9,35,3,12,3,3.38,1,10,37,0.343,0.378,0.4,0.778,110,87,0.034,0.92,0.572,-0.537,-0.9,27,8,9.0,1,44,14,29,18,7,7,0,90,,,0.467,3.4
NYN/NYN200506080,"Wednesday, June 8, 2005",7:10 p.m. Local,Shea Stadium,23635,3:06,Night,Away,Houston Astros,HOU,New York Mets,NYM,34,4,8,4,4.0,2,5,36,0.235,0.278,0.412,0.69,152,91,0.131,1.24,0.788,-0.659,-0.4,27,8,9.0,0,58,11,22,15,14,2,0,61,0,0,0.37,3.4,31,1,6,1,1.0,7,10,39,0.194,0.342,0.258,0.6,155,94,-0.371,0.91,0.603,-0.972,-3.4,27,12,9.0,1,44,17,33,12,11,2,0,49,0,0,-0.13,0.4
NYN/NYN200506090,"Thursday, June 9, 2005",7:10 p.m. Local,Shea Stadium,30737,3:22,Night,Away,Houston Astros,HOU,New York Mets,NYM,45,6,14,6,4.91,1,7,46,0.311,0.326,0.378,0.704,175,101,0.228,1.41,1.305,-1.076,0.6,33,8,11.0,1,63,11,27,16,22,9,0,60,0,0,0.272,2.4,37,3,6,3,2.45,2,13,41,0.162,0.225,0.297,0.522,163,117,-0.271,1.39,0.815,-1.086,-2.4,33,15,11.0,0,60,29,28,10,15,4,0,55,1,0,-0.228,-0.6
HOU/HOU200506100,"Friday, June 10, 2005",7:06 p.m. Local,Minute Maid Park,28607,2:26,Night,Home,Houston Astros,HOU,Toronto Blue Jays,TOR,31,2,6,2,2.0,6,8,38,0.194,0.342,0.194,0.536,105,90,-0.389,0.58,0.706,-1.094,-2.6,24,8,8.0,3,47,16,27,16,8,4,0,42,0,0,-0.112,0.1,33,4,9,4,4.5,1,2,34,0.273,0.294,0.545,0.84,146,77,0.112,1.45,0.459,-0.346,-0.1,27,12,9.0,0,54,9,14,12,19,3,0,53,1,1,0.389,2.6
HOU/HOU200506110,"Saturday, June 11, 2005",6:05 p.m. Local,Minute Maid Park,34925,2:58,Night,Home,Houston Astros,HOU,Toronto Blue Jays,TOR,32,3,7,3,3.0,4,9,37,0.219,0.306,0.344,0.649,141,86,-0.147,1.22,0.831,-0.978,-1.6,26,7,8.2,1,46,11,29,12,12,6,0,53,2,2,-0.353,-1.5,37,6,13,6,6.23,3,6,41,0.351,0.39,0.541,0.931,134,83,0.354,1.64,1.055,-0.702,1.5,27,11,9.0,1,54,10,19,12,20,4,0,70,0,0,0.146,1.6
HOU/HOU200506120,"Sunday, June 12, 2005",1:05 p.m. Local,Minute Maid Park,30584,1:50,Day,Home,Houston Astros,HOU,Toronto Blue Jays,TOR,29,0,2,0,0.0,0,3,29,0.069,0.069,0.103,0.172,104,65,-0.538,0.87,0.047,-0.585,-4.6,24,9,8.0,1,42,6,17,17,9,1,0,50,2,0,0.038,1.1,30,3,9,2,2.25,2,3,33,0.3,0.344,0.467,0.81,88,68,-0.036,0.83,0.503,-0.539,-1.1,27,16,9.0,0,48,3,17,12,16,2,0,86,,,0.538,4.6
BAL/BAL200506130,"Monday, June 13, 2005",7:18 p.m. Local,Oriole Park at Camden Yards,23297,3:11,Night,Home,Baltimore Orioles,BAL,Houston Astros,HOU,35,5,9,5,5.0,3,1,39,0.257,0.333,0.457,0.79,159,76,-0.001,0.53,0.57,-0.57,0.3,24,8,8.0,2,48,11,17,16,18,4,0,13,3,0,-0.501,-3.8,38,8,14,8,9.0,6,5,44,0.368,0.455,0.658,1.112,134,87,0.5,0.76,0.837,-0.338,3.8,27,11,9.0,2,52,18,17,12,21,14,0,34,1,1,0.001,-0.3
